code	producer_product_id	lc	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_nl	product_name_pl	product_name_pt	generic_name_en	generic_name_es	generic_name_fr	generic_name_nl	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_en	origin_es	origin_fr	origin_nl	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	producer_nl	emb_codes	emb_codes_tags	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_nl	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	vitamin-e_value	vitamin-e_unit	vitamin-c_value	vitamin-c_unit	vitamin-b1_value	vitamin-b1_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	manganese_value	manganese_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	fruits-vegetables-nuts-dried_value	fruits-vegetables-nuts-dried_unit	fruits-vegetables-nuts-estimate_value	fruits-vegetables-nuts-estimate_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_weight_measured	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_nl	warning_es	warning_fr	warning_nl	preparation_es	preparation_fr	preparation_nl	nutriscore_score_producer	nutriscore_grade_producer	customer_service_es	customer_service_fr	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	data_sources
1402942460000		es				Smoothie Heidelbeeren Und Himbeeren									200 ml				Ikea	ikea	Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Frutas y verduras y sus productos, Frutas y sus productos, Bebidas de origen vegetal, Frutas, Bebidas no azucaradas, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:plant-based-beverages,en:fruits,en:unsweetened-beverages,en:smoothies			Francia, España	en:france,en:spain			0																	Preparado de zumo de frutas sabor frambuesa y arándano Pasteurizado, Ingredientes: Zumo de pera (37%) (a partir de concentrado), puré de manzana (35%), puré de plátano (14%), puré de arándano (6 %), puré de frambuesa (6 %), zumo de grosella negra (2 %),									100g	100g			58	kcal	0	g	0	g	13	g	11	g			0	g	0	g	0	g			58	kcal																									100	g																											en:fruits	en:fruits-and-vegetables,en:fruits	1	en:1-unprocessed-or-minimally-processed-foods	d	7	d	39	1	2500	-5	-15	1	0	Apps, app-elcoco, App - Yuka
2000000107722		es			Smoothie Bosque												Plástico	en:plastic	Pom'Bel	pom-bel	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies	Vegetariano, Vegano	en:vegetarian,en:vegan	España	en:spain			0																	"Fresa, frambuesa, arándanos, remolacha, manzana verde y plátano."									100g	serving			55	kcal	0	g	0	g	12	g	8.5	g	2.5	g	0.6	g	0.02	g	0.008	g			55	kcal																													en:plastic																										1	en:1-unprocessed-or-minimally-processed-foods	c	2	c	44		2500	-5	-10	1	0	
2000000107723		es			Smoothie Huerta												Plástico	en:plastic	Pom'Bel	pom-bel	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																	"Manzana verde, piña, espinaca, pepino y spirulina."									100g	serving			51	kcal	0	g	0	g	11	g	8.7	g	1.9	g	0.7	g	0.03	g	0.012	g			51	kcal																													en:plastic																										1	en:1-unprocessed-or-minimally-processed-foods	c	3	c	44		2500	-5	-10	1	0	
4056489028659		fr		Yellow family smoothie	Yellow family smoothie	Yellow Family Smothie									750 ml	100g	Plastique, Carton	en:plastic,en:cardboard	Solevita	solevita	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Smoothies, Smoothies aux fruits"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies,en:fruit-smoothies	en:FSC, FSC Mix	en:fsc,en:fsc-mix	France, Espagne	en:france,en:spain			0																										100g	100g			54	kcal	0.2	g	0.1	g	11.8	g	11.1	g			0.5	g	0.01	g	0.004	g			54	kcal																													en:plastic						en:cardboard																					unknown	e	16	c	43		2500	-5	-11	1	0	App - yuka, Apps, app-elcoco, App - El CoCo, App - Open Food Facts
8437013139267		es			Smoothie belleza flamenca	Smoothie belleza flamenca									250				Sun & Vegs	sun-vegs	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			Francia, España	en:france,en:spain	Mercadona	mercadona	0																										100g	100g			51	kcal	0.1	g	0	g	10.8	g	10.1	g			1.3	g	0.1	g	0.04	g			51	kcal																																																								unknown	e	15	d	39	1	2500	-5	-15	1	0	App - yuka, Apps
8437015393124		es			Coco smoothie original														Genuine Coconut	genuine-coconut	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																										100g	100g			39	kcal	2.62	g	2.3	g	3	g	3	g			0	g	0.07	g	0.028	g			39	kcal																																																								unknown	e	10	d	39	1	2500	-5	-15	1	0	App - yuka, Apps
5038862235761		es			Smoothie de guayaba, piña y manzana														Innocent	innocent	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																										100g	100g			56	kcal	0	g	0	g	13	g	11	g			1	g	0	g	0	g			56	kcal																																																								unknown	e	16	d	39	1	2500	-5	-15	1	0	App - yuka, Apps
8480017228895		es			Smoothie coco piña														Fruti Campo	fruti-campo	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																										100g	100g			72	kcal	1.7999999523163	g	1.2999999523163	g	12.699999809265	g	11.199999809265	g			0.80000001192093	g							72	kcal																																																								unknown	unknown		d	39	1	2500	-5	-15	1	0	App - yuka, Apps
8410171013044		es			Smoothie arándano granada y grosella														Auchan	auchan	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies, Smoothies de fruta	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies,en:fruit-smoothies			España	en:spain	Auchan	auchan	0																										100g	100g			53	kcal	0.2	g	0	g	12	g	12	g			0.6	g	0	g	0	g			53	kcal																																																								unknown	e	16	d	39	1	2500	-5	-15	1	0	App - yuka, Apps
8410171013051		es			Mango goji y fruta de la pasión														Auchan	auchan	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain	Auchan	auchan	0																										100g	100g			50	kcal	0.1	g	0	g	11	g	11	g			0.6	g	0	g	0	g			50	kcal																																																								unknown	e	15	d	39	1	2500	-5	-15	1	0	App - yuka, Apps
4015533038747		es			SMOOTHIE VERDE														Voelkel	voelkel	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies	Ecológico, Agricultura biodinámica, Demeter	en:organic,en:biodynamic-agriculture,en:demeter	España	en:spain			0																										100g	100g			52	kcal	0.5	g	0.1	g	13	g	12.5	g			0.5	g	0.05	g	0.02	g			52	kcal																																																								unknown	e	17	c	59	1	2500	-5	-15	1	20	App - yuka, Apps
7480046655854		es			Smoothie fresa														Hacendado	hacendado	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																										100g	100g			46	kcal	0	g	0	g	10.5	g	9.4	g			0.6	g	0.01	g	0.004	g			46	kcal																																																								unknown	e	14	d	39	1	2500	-5	-15	1	0	App - yuka, Apps
8436584250036		es			green love cold-pressed juice														Flax & Kale	flax-kale	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																										100g	100g			25	kcal	0	g	0	g	5.8000001907349	g	5.5	g			0.60000002384186	g							25	kcal																																																								unknown	unknown		d	39	1	2500	-5	-15	1	0	App - yuka, Apps
8437013139281		es			Smoothie Mascletá										250g				Sun & Vegs	sun-vegs	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																										100g	100g			59	kcal	0.1	g	0	g	13.5	g	12.6	g			0.6	g	0.06	g	0.024	g			59	kcal																																																								unknown	e	18	d	39	1	2500	-5	-15	1	0	App - elcoco, Apps, App - yuka, App - El CoCo
8436576460054		es			Smoothie kiwi espinaca manzana														Lur Lore	lur-lore	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																										100g	100g			34	kcal	0	g	0	g	8	g	7	g			0.4	g	0	g	0	g			34	kcal																																																								unknown	e	10	d	39	1	2500	-5	-15	1	0	App - yuka, Apps
8424058016158		es			Cold Press SMOOTHIE														"Ñaming"	naming	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																										100g	100g			45	kcal	0.01	g	0.01	g	10.9	g	10.3	g			0.4	g	0.01	g	0.004	g			45	kcal																																																								unknown	e	14	d	39	1	2500	-5	-15	1	0	App - yuka, Apps, App - El CoCo
8480000399786		en		Smoothie kiwi & menta	Smoothie kiwi & menta	Smoothie kiwi & menta													Hacendado	hacendado	Plant-based foods and beverages, Beverages, Plant-based beverages, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			Spain	en:spain	Mercadona	mercadona	0																										100g	100g			66	kcal	0.3	g	0.1	g	14.5	g	12	g			0.7	g	0	g	0	g			66	kcal																																																								unknown	e	18	d	39	1	2500	-5	-15	1	0	App - elcoco, App - yuka, Apps, App - El CoCo
8424058016141		es			Cold Press Smoothie														"Ñaming"	naming	Alimentos y bebidas de origen vegetal, Bebidas, Bebidas de origen vegetal, Smoothies	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			España	en:spain			0																										100g	100g			45	kcal	0.01	g	0.01	g	10.9	g	10.3	g			0.4	g	0.1	g	0.04	g			45	kcal																																																								unknown	e	14	d	39	1	2500	-5	-15	1	0	App - elcoco, Apps, App - yuka, App - El CoCo
5038862237987		fr				Super smoothie energia													Innocent	innocent	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Smoothies"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			France, Espagne	en:france,en:spain			0																										100g	100g			60	kcal	0.9	g	0.1	g	12	g	10	g			0.6	g	0	g	0	g			60	kcal																																																								unknown	e	16	d	39	1	2500	-5	-15	1	0	App - yuka, Apps, App - elcoco, App - El CoCo
8437015905495		fr				Dry smoothie													Dietox	dietox	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Smoothies"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies	Sans gluten	en:no-gluten	France, Espagne	en:france,en:spain			0																										100g	100g			356	kcal	6.6	g	0.9	g	36.4	g	10.5	g			33.3	g	1	g	0.4	g			356	kcal																																																								unknown	e	21	d	39	1	2500	-5	-15	1	0	App - elcoco, App - yuka, Apps, App - El CoCo
5038862237826		fr				¡Que viene el coco! smoothie													Innocent	innocent	"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Smoothies"	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:smoothies			France, Espagne	en:france,en:spain			0																										100g	100g			66	kcal	0.7	g	0.6	g	14	g	12	g			0.8	g	0	g	0	g			66	kcal																																																								unknown	e	18	d	39	1	2500	-5	-15	1	0	App - elcoco, App - yuka, Apps, App - El CoCo
