code	producer_product_id	producer_version_id	lc	product_name_ca	product_name_de	product_name_el	product_name_en	product_name_es	product_name_fi	product_name_fr	product_name_hu	product_name_it	product_name_nl	product_name_pl	product_name_pt	product_name_ro	product_name_sv	product_name_xx	abbreviated_product_name_fr	generic_name_ca	generic_name_de	generic_name_en	generic_name_es	generic_name_fi	generic_name_fr	generic_name_it	generic_name_nl	generic_name_pl	generic_name_pt	generic_name_ro	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_es	origin_fr	origin_nl	manufacturing_places	manufacturing_places_tags	producer_fr	producer_nl	emb_codes	emb_codes_tags	ingredients_text_ca	ingredients_text_de	ingredients_text_el	ingredients_text_en	ingredients_text_es	ingredients_text_fi	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pl	ingredients_text_pt	ingredients_text_ro	ingredients_text_sv	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	omega-3-fat_value	omega-3-fat_unit	omega-6-fat_value	omega-6-fat_unit	trans-fat_value	trans-fat_unit	cholesterol_value	cholesterol_unit	added-sugars_value	added-sugars_unit	lactose_value	lactose_unit	soluble-fiber_value	soluble-fiber_unit	vitamin-a_value	vitamin-a_unit	vitamin-d_value	vitamin-d_unit	vitamin-e_value	vitamin-e_unit	vitamin-b2_value	vitamin-b2_unit	vitamin-b6_value	vitamin-b6_unit	vitamin-b9_value	vitamin-b9_unit	vitamin-b12_value	vitamin-b12_unit	biotin_value	biotin_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	molybdenum_value	molybdenum_unit	iodine_value	iodine_unit	caffeine_value	caffeine_unit	ph_value	ph_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	cocoa_value	cocoa_unit	carbon-footprint_value	carbon-footprint_unit	beta-glucan_value	beta-glucan_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_weight_measured	packaging_3_number_of_units	packaging_3_shape	packaging_3_material	packaging_3_recycling	packaging_3_weight_measured	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_it	conservation_conditions_nl	conservation_conditions_pl	conservation_conditions_ro	warning_fr	warning_nl	preparation_es	preparation_fr	preparation_it	preparation_nl	preparation_pl	preparation_ro	nutriscore_grade_producer	customer_service_es	customer_service_fr	customer_service_it	customer_service_nl	customer_service_pl	customer_service_ro	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	sources_fields:org-gs1:gln	sources_fields:org-gs1:gpcCategoryCode	sources_fields:org-gs1:gpcCategoryName	sources_fields:org-gs1:isAllergenRelevantDataProvided	sources_fields:org-gs1:lastChangeDateTime	sources_fields:org-gs1:partyName	sources_fields:org-gs1:productionVariantDescription	sources_fields:org-gs1:publicationDateTime	data_sources
04957520			es					Avena Calcio Biológica																											Diet radisson	diet-radisson		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Sin azúcares añadidos, Sin lactosa	en:no-added-sugar,en:no-lactose	España	en:spain			0																															100g	100g			47	kcal	0.8	g	0.2	g	8.5	g	5.1	g			1.2	g							47	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	unknown		c	52	1	18905	-5	-15	1	0															App - yuka, Apps
8423352204636			es					Bebida de avena BARISTA																														Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks			España	en:spain			0																															100g	100g			62	kcal	3.2	g	0.3	g	6.7	g	0.6	g	1.2	g	0.12	g	20	g	8	g			62	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	c	9	c	52	1	18905	-5	-15	1	0															App - Yuka, Apps
0446719091616			es																												6 x 1 l							Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks			España	en:spain			0																															100g	100g																																																																																																																									en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	unknown		c	52	1	18905	-5	-15	1	0															App - El CoCo, Apps
4305615915067			es		Hafer Mandel Drink			Hafer Mandel drink																							1L				Enerbio	enerbio		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	"Ecológico, Vegetariano, Ecológico UE, Vegano, EG-Öko-Verordnung, Sin azúcares añadidos, Sin lactosa"	en:organic,en:vegetarian,en:eu-organic,en:vegan,de:eg-öko-verordnung,en:no-added-sugar,en:no-lactose	España	en:spain			0																	Agua, 9% avena integral, 2% almendras, aceite de girasol, sal marina.									Frutos de cáscara	en:nuts			null	100g	100g			37	kcal	1	g	0.2	g	6	g	4.1	g	0.1	g	1	g	0.08	g	0.032	g			37	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	3	en:3-processed-foods	b	0	b	67	1	18905	-5	-15	1	15															App - Speisekammer, Apps, App - Yuka
7702001161157			es					Avena Original																											Alpina	alpina		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks			España	en:spain			0																															100g	100g			70	kcal	1.9	g	1.3	g	10.8	g	9.7	g			2	g	0.1	g	0.04	g			70	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	2	c	52	1	18905	-5	-15	1	0															App - yuka, Apps
9817120900100			es					Bebida de avena ecologica																														Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Ecológico, Vegetariano, Halal, Kosher, Vegano	en:organic,en:vegetarian,en:halal,en:kosher,en:vegan	España	en:spain			0											FSC-C014047	fsc-c014047																			100g	100g			181	kcal	0.69999998807907	g	0.10000000149012	g	8.3999996185303	g	5.5	g			0.69999998807907	g	0.1	g	0.04	g			181	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	c	3	c	52	1	18905	-5	-15	1	0															App - yuka, Apps
8473349121422			es					Bebida de avena																														Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Sin azúcares añadidos	en:no-added-sugar	España	en:spain			0																															100g	100g			55	kcal	1.7	g	0.3	g	9.2	g	6.5	g			0.9	g							55	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	unknown		c	52	1	18905	-5	-15	1	0															App - Yuka, Apps
8423352107043			es					Yosoy Barista Avena																											Yosoy	yosoy		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Sin gluten, Sin azúcares añadidos, Sin aditivos	en:no-gluten,en:no-added-sugar,en:no-additives	España	en:spain			0																															100g	100g			62	kcal	3.2	g	0.3	g	6.7	g	4.7	g	0.6	g	1.2	g	0.12	g	0.048	g			62	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	1	c	52	1	18905	-5	-15	1	0															App - Yuka, Apps
8410509010431			es					Avena sin gluten																											Amandín	amandin		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Sin gluten, Ecológico, Vegetariano, Ecológico UE, Vegano, ES-ECO-019-CT, Unión Vegetariana Europea, Unión Vegetariana y vegana Europea, Sin azúcares añadidos	en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:vegan,en:es-eco-019-ct,en:european-vegetarian-union,en:european-vegetarian-union-vegan,en:no-added-sugar	España	en:spain			0																															100g	100g			49	kcal	0.9	g	0.1	g	9.1	g	4.6	g			1	g	0.12	g	0.048	g			49	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	1	b	67	1	18905	-5	-15	1	15															App - elcoco, Apps, App - yuka, App - El CoCo
8422584316636			es					Bebida Avena con calcio BIO																							6 x 1 l				Ecocesta	ecocesta		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Sin lactosa	en:no-lactose	España	en:spain			0																															100g	100g			51	kcal	1	g	0.2	g	9	g	4.2	g			1	g							51	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	unknown		c	52	1	18905	-5	-15	1	0															App - yuka, Apps
8423352906981			es					Bebida de avena 0% azúcar																											Yosoy	yosoy		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Sin aditivos	en:no-additives	España	en:spain			0																															100g	100g			41	kcal	1.4	g	0.2	g	5.5	g	0	g	1.2	g	0.9	g							41	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	unknown		c	52	1	18905	-5	-15	1	0															App - Yuka, Apps
8436545623459			es					Avena gluten free							Avena gluten free														Bebida de aveia orgânica		750 ml		Vidrio, Botella	en:glass,en:bottle	La Finestra sul Cielo	la-finestra-sul-cielo		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	"Sin gluten, Ecológico, Vegetariano, Ecológico UE, Vegano, DE-ÖKO-007, La Sociedad Vegana"	en:no-gluten,en:organic,en:vegetarian,en:eu-organic,en:vegan,en:de-oko-007,en:the-vegan-society	España	en:spain	Herbolario Navarro	herbolario-navarro	0							Germany	germany									"agua mineral natural, harina de avena integral sin gluten* (12%), aceite de semillas de girasol*, sal marina.

* de agricultura ecológica"						"água mineral natural, farinha de aveia de grão inteiro sem glúten* (12%), óleo de sementes de girassol*, sal marinho.

* agricultura biológica"								100g	100g	202	kJ	48	kcal	1.3	g	0.2	g	7.4	g	6.1	g			0.8	g	0.08	g	0.032	g			202	kJ																																																													en:glass																																			https://www.lafinestrasulcielo.es/10472-bebida-de-avena-envase-vidrio.html	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	3	en:3-processed-foods	b	1	a	80		18905	-5	-2	0	15															App - yuka, Apps
5057172223442			es					Avena de chocolate																											asda	asda		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks			España	en:spain	ASDA	asda	0																															100g	100g			61	kcal	1.6	g	0.2	g	11	g	7.8	g			1	g	0.13	g	0.052	g			61	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	1	c	52	1	18905	-5	-15	1	0															App - yuka, Apps
4038375026154			es					Leche de Avena																											Natumi	natumi		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Vegetariano, Vegano, Sin azúcares añadidos, Sin lactosa	en:vegetarian,en:vegan,en:no-added-sugar,en:no-lactose	España	en:spain			0																															100g	100g	188	kJ	45	kcal	1.4	g	0.3	g	7	g	4.5	g	0.6	g	0.7	g	0.09	g	0.036	g			188	kJ	0.9	g	0.2	g																																	120	mg																																																											en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	0	c	52	1	18905	-5	-15	1	0															App - yuka, Apps, App - El CoCo
5411188130727			es					Provamela organic bio																							250 ml				Provamel	provamel		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Ecológico, Agricultura no UE, Agricultura UE, Agricultura UE/no UE, Sin azúcares añadidos, Sin lactosa	en:organic,en:non-eu-agriculture,en:eu-agriculture,en:eu-non-eu-agriculture,en:no-added-sugar,en:no-lactose	España	en:spain			0														Haferbasis (Wasser, Hafer* (11,9%)), Sonnenblumenöl*, Agavenfaser; Meersalz. aus kontrolliert biologischem Anbau			Base de avena* (agua, avena* (11,9%)), aceite de girasol*, fibra de agave*, sal marina. procedentes de la agricultura ecológica		Jus d'avoine* (eau, avoine* (11,9%)), huile de tournesol*, fibre d'agave; sel marin. *= issus de l'agriculture biologique	Preparazione di avena* (acqua, avena* (11,9%)), olio di girasole*, fibra di agave; sale marino. = ingredienti biologici			Base de aveia&quot; (água, aveia* (11,9%)), óleo de girassol*, fibra de agave: sal marinho. = provenientes de agricultura biológica								100g	100g			47	kcal	1.3	g	0.5	g	8.1	g	3.9	g	0.8	g	0.3	g	0.09	g	0.036	g			47	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	3	en:3-processed-foods	b	0	c	52	1	18905	-5	-15	1	0															App - yuka, Apps
7640177274533			es					Bebida de avena Choc Norris																							3 x 180 ml							Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	"Ecológico, Ecológico UE, EG-Öko-Verordnung, Sin azúcares añadidos, Nutriscore, Nutriscore A"	en:organic,en:eu-organic,de:eg-öko-verordnung,en:no-added-sugar,en:nutriscore,en:nutriscore-grade-a	España	en:spain			0																															100g	100g			59	kcal	0.6	g	0.2	g	12	g	7.3	g	2	g	0.7	g							59	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	unknown		b	67	1	18905	-5	-15	1	15															App - Yuka, Apps
8410509010455			es					Bebida avena orgánica sin azúcar añadido																											Amandín	amandin		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Ecológico, Vegetariano, Ecológico UE, Vegano, ES-ECO-019-CT, Unión Vegetariana Europea, Unión Vegetariana y vegana Europea	en:organic,en:vegetarian,en:eu-organic,en:vegan,en:es-eco-019-ct,en:european-vegetarian-union,en:european-vegetarian-union-vegan	España	en:spain			0																															100g	100g			24	kcal	0.9	g	0.1	g	3.2	g	0	g			0.6	g	0.1	g	0.04	g			24	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	0	b	67	1	18905	-5	-15	1	15															App - yuka, Apps
8410297161957			es					AVENA ALMENDRAS																											Alpro	alpro		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Frutos de cáscara y derivados, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena, Mezclas de leches vegetales	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:nuts-and-their-products,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks,en:mixed-plant-milks	Vegetariano, Vegano, Unión Vegetariana Europea, FSC, Sin lactosa, fr:Entrepreneurs + Engagés	en:vegetarian,en:vegan,en:european-vegetarian-union,en:fsc,en:no-lactose,fr:entrepreneurs-engages	Francia, España	en:france,en:spain			0											FSC-C014047	fsc-c014047					agua, avena (gluten) (3,2%), almendra (1,7%), fibra de la raíz de achicoria, fos - fato tricálcico, estabilizantes (goma garrofín, goma gellan), sal marina, vitaminas (ribofla - vina (B2), B12, E, D), aroma natural									Gluten, Frutos de cáscara	en:gluten,en:nuts				100g	100g			23	kcal	1	g	0.1	g	2.4	g	1.8	g			0.4	g	0.11	g	0.044	g			23	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	4	en:4-ultra-processed-food-and-drink-products	b	0	c	52	1	18905	-5	-15	1	0															App - elcoco, App - yuka, Apps, App - El CoCo
8413953001031			es					Bebida de Avena																											nysbo	nysbo		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Sin azúcares añadidos	en:no-added-sugar	España	en:spain			0																															100g	100g																																																																																																																									en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	unknown		c	52	1	18905	-5	-15	1	0															App - yuka, Apps, App - El CoCo
0813636021949			es					OAT Batista blend																											califia farms	califia-farms		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Sin azúcares añadidos	en:no-added-sugar	Australia, España	en:australia,en:spain	Woolworths	woolworths	0																															100g	100g			54	kcal	3	g	0.3	g	5.7	g	2	g			0.7	g	0.12	g	0.048	g			54	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	b	0	c	52	1	18905	-5	-15	1	0															App - yuka, Apps
8436019091593			es					Bebiba de Avena barista																							2							Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Nutriscore, Nutriscore B	en:nutriscore,en:nutriscore-grade-b	España	en:spain			0																															100g	100g			66	kcal	3.2	g	0.4	g	8	g	2.5	g	0.2	g	1.1	g							66	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	unknown		c	52	1	18905	-5	-15	1	0															App - yuka, Apps
7791337002326			es					Silk avena																											Silk	silk		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks			España	en:spain			0																															100g	100g																																																																																																																									en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes		unknown	unknown		c	52	1	18905	-5	-15	1	0															
8432430009285			es					Organic bebida vegetal avena																											Bio Cesta	bio-cesta		Alimentos y bebidas de origen vegetal, Bebidas, Alimentos de origen vegetal, Cereales y patatas, en:Dairy substitutes, Cereales y derivados, Sustitutos de la leche, Bebidas de origen vegetal, Bebidas vegetales, Bebidas de cereales, Bebidas de avena	en:plant-based-foods-and-beverages,en:beverages,en:plant-based-foods,en:cereals-and-potatoes,en:dairy-substitutes,en:cereals-and-their-products,en:milk-substitutes,en:plant-based-beverages,en:plant-based-milk-alternatives,en:cereal-based-drinks,en:oat-based-drinks	Ecológico, FSC, Sin aditivos, Sin colorantes	en:organic,en:fsc,en:no-additives,en:no-colorings	Francia, España	en:france,en:spain			0																	Agua, Avena (14%)*														100g	100g			48	kcal	0.9	g	0.2	g	8.4	g	5.5	g			1.2	g	0.04	g	0.016	g			48	kcal																																																																																																	en:plant-based-milk-substitutes	en:beverages,en:plant-based-milk-substitutes	1	en:1-unprocessed-or-minimally-processed-foods	b	1	c	52	1	18905	-5	-15	1	0															App - elcoco, App - yuka, Apps, App - El CoCo
