code	producer_product_id	lc	product_name_ar	product_name_ca	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_it	product_name_nl	product_name_pt	product_name_ro	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_it	generic_name_nl	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	producer_it	producer_nl	emb_codes	emb_codes_tags	ingredients_text_bg	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	ingredients_text_ro	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	polyols_value	polyols_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_shape	packaging_1_material	packaging_2_shape	packaging_2_material	packaging_3_shape	packaging_3_material	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_it	conservation_conditions_nl	warning_es	warning_fr	warning_it	warning_nl	preparation_es	preparation_fr	preparation_it	preparation_nl	nutriscore_score_producer	nutriscore_grade_producer	customer_service_es	customer_service_fr	customer_service_it	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	data_sources
8410087122618		fr						Croissants Amb Cacau Dulcesol 5 U												225g	100g	Envase biodegradable	fr:envase-biodegradable	Dulcesol	dulcesol	Snacks, Snacks sucrés, Biscuits et gâteaux, en:Sweet pastries and pies, Gâteaux, Viennoiseries, Croissants, Croissants fourrés, Croissants au beurre, Croissants fourrés au chocolat	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants,en:filled-croissants,en:butter-croissants,en:croissant-filled-with-chocolate			France, Espagne	en:france,en:spain	plusfresc	plusfresc	0																"ES CROISSANT RELLENO DE CREMA DE CACAO. Producto de bollerfa. Ingredientes: Crema de cacao (33%) [jarabe de glucosa y fructosa, p aLícar, aceite de girasol alto oleico, agua, cacao desgrasado en polvo fr (9%)*, SUERO DE LECHE en polvo, emulgente: E-471, aroma, (9 conservador: E-202 y colorante:E-171], harina de TRIGO, grasa de palma, E a dextrosa, aceites vegetales (girasol, soja) en proporción variable, d SUERU LECHE en polvo, HUEVO (0,6%), levadura, sal, emulgentes: E-471 d y E-472e, proteínas de la LECHE, conservadores: E-282 y E-202, aromas, GLUTEN DE TRIGO, estabilizante: goma guar y colorante: carotenos. () % G expresado respecto de la crema. Puede contener trazas de FRUTOS DE C CASCARA, GRANOS DE SÉSAMO, SOJA y/o productos derivados. 0 Conservar en lugar fresco. seco y no expuesto a la luz. Manten una alimentación equilibrada, variada v sique un estilo de vida saludable. ren. Zutaten: lou"					Soja	en:soybeans	"Fruits à coque, Graines de sésame, Soja"	en:nuts,en:sesame-seeds,en:soybeans		100g	100g			446	kcal	25	g	13	g	49	g	22	g	2.5	g	5	g	0.58	g	0.232	g	446	kcal																																		en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	e	19	b	61	1	7620	-5	-15	1	0		App - elcoco, App - yuka, Apps, App - El CoCo, App - Open Food Facts, App - smoothie-openfoodfacts
8480012032343		es					Croissants integrales													270 g						Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants	Fuente de fibra alimentaria, Sin aceite de palma	en:source-of-fibre,en:no-palm-oil	España	en:spain			0																										100g	100g			380	kcal	21	g	9.9	g	32	g	1.9	g	7.2	g	8.5	g	1.2	g	0.48	g	380	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	13	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8410087128887		es					Croissant																	El Obrador de Gloria	el-obrador-de-gloria	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			458	kcal	27	g	14	g	46	g	12	g	2.1	g	6.6	g	0.75	g	0.3	g	458	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	18	b	68	1	7602	-5	-15	1	0		App - Yuka, Apps
3560070400270		es					Croissants con chocolate sin gluten													3 x 57 g				Carrefour	carrefour	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissant de chocolate, Cruasanes	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:chocolate-croissant,es:cruasanes	Sin gluten	en:no-gluten	España	en:spain	Carrefour	carrefour	0															Almidón de maíz, margarinas [aceites y grasas vegetales (aceites vegetales (soja y girasol) y grasas vegetales (palma y coco) en proporción variable), agua, sal, dextrosa, emulgente (mono y diglicéridos de ácidos grasos), acidulante (ácido cítrico), conservador (sorbato potásico), aromas, colorante (carotenos)], agua, huevo, chocolate 6,5% [azúcar, pasta de cacao, cacao desgrasado en polvo, manteca de cacao, dextrosa, emulgente (lecitina de girasol)], azúcar, espesante (goma xantana), emulgente (ésteres monoacetil y diacetil tartáricos de monoglicéridos y diglicéridos de ácidos grasos), sal, levadura, gasificantes (difosfatos, carbonatos de sodio), conservador (propionato sódico), antioxidante (ácido ascórbico).						Huevos, Leche, Frutos de cáscara, Soja	en:eggs,en:milk,en:nuts,en:soybeans	Leche, Frutos de cáscara, Soja	en:milk,en:nuts,en:soybeans		100g	100g	1566	kJ	375	kcal	20	g	12	g	44	g	9.8	g	4.7	g	2.4	g	1.3	g	0.52	g	1566	kJ							0	g																										en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	d	17	d	34	1	7730	-5	-15	1	0	-10	Producers, Producer - carrefour-espana
8413775024065		es					Croissant glaseado y relleno de crema de cacao y avellanas																			Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			479	kcal	28.9	g	16	g	47.4	g	12.2	g			6.29	g					479	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	unknown		b	68	1	7602	-5	-15	1	0		App - Yuka, Apps
8431876336665		es				Croissants rellenos con crema de cacao	Croissants rellenos con crema de cacao													360 g				Carrefour simpl	carrefour-simpl	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Cruasanes	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,es:cruasanes	Ecológico, Nutriscore, Nutriscore E	en:organic,en:nutriscore,en:nutriscore-grade-e	España	en:spain			0														wheat flour, cocoa and hazelnut cream (30%) (sugar, palm fat, whey powder, defatted cocoa powder (8%) (*), hazelnuts (3%) (*), flavourings and emulsifier (soy lecithin)), palm fat, water, sugar, dextrose, vegetable oils (sunflower, soybean) in varying proportions, whey powder, yeast, egg, salt, emulsifiers (monoglycerides and diglycerides of fatty acids and monoacetyl and diacetyl tartaric esters of monoglycerides and diglycerides of fatty acids),  preservatives (calcium propionate and potassium sorbate), milk proteins, flavourings, wheat gluten, stabiliser (guar gum) and colour (carotenes), (*) % expressed in relation to cream,	Harina de trigo, crema de cacao y avellanas (30%) (azúcar, grasa de palma, suero de leche en polvo, cacao desgra - sado en polvo (8%) (*), avellanas (3%) (*). aromas y emulgente (lecitina de soja)). grasa de palma, agua, azúcar, dextrosa, aceites vegetales (girasol, soja) en proporción variable, suero de leche en polvo, levadura, huevo, sal, emulgentes (monoglicéridos y diglicéridos de ácidos grasos y ésteres monoacetil y diacetil tartáricos de monoglicéridos y diglicéridos de ácidos grasos), conservadores (propionato cálcico y sorbato potásico), proteínas de la leche, aromas, gluten de trigo, estabilizante (goma guar) y colorante (carotenos). (*) % expresado respecto de la crema.						Huevos, Gluten, Leche, Frutos de cáscara, Soja	en:eggs,en:gluten,en:milk,en:nuts,en:soybeans	Frutos de cáscara, Granos de sésamo, Mostaza y/o productos derivados.	en:nuts,en:sesame-seeds,es:mostaza-y-o-productos-derivados		100g	100g	2016	kJ	483	kcal	29	g	14	g	49	g	25	g	2.1	g	5.5	g	0.65	g	0.26	g	2016	kJ							0	g																			21	e						en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	e	21	c	58	1	7602	-5	-15	1	0	-10	App - Yuka, Apps, Producers, Producer - carrefour-espana, App - InFood
8414892297080		es					Croissant con chocolate																	Rioba	rioba	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissant de chocolate	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:chocolate-croissant			España	en:spain			0																										100g	100g			488	kcal	29	g	10	g	50	g	29	g			5.8	g	0.8	g	0.32	g	488	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	24	c	44	1	7730	-5	-15	1	0		App - yuka, Apps
8717763325623		es					Croissants																	Hema	hema	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain	Hema	hema	0																										100g	100g			432	kcal	25.4	g	16.7	g	41.3	g	6	g			8.4	g	0.95	g	0.38	g	432	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8433329051330		es					Croissant con mantequilla relleno de crema de cacao																	El Corte Inglés	el-corte-ingles	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Cruasanes rellenos, Cruasán relleno de chocolate	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:filled-croissants,en:croissant-filled-with-chocolate			España	en:spain	El Corte Inglés	el-corte-ingles	0																										100g	100g			440	kcal	22	g	9.6	g	52	g	23	g			6.3	g	0.98	g	0.392	g	440	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	23	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8412284560880		es					Croissant Rayado																	lopez	lopez	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			479	kcal	28.9	g	16.4	g	47.4	g	12.2	g			6.2	g	0.89	g	0.356	g	479	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8480013123149		es					Croissants																	Spar	spar	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain	Spar	spar	0																										100g	100g			484	kcal	29	g	13	g	49	g	25	g	21	g	5.6	g	0.63	g	0.252	g	484	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	18	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
5010482783389		en				Iceland croissant 6pk																		Iceland	iceland	Snacks, Sweet snacks, Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			Spain	en:spain			0																										100g	100g																																																								en:pastries	en:sugary-snacks,en:pastries		unknown	unknown		b	68	1	7602	-5	-15	1	0		
8414509220067		es					Bollería fresca croissant mantequilla																			Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants	Punto Verde	en:green-dot	España	en:spain			0																										100g	100g			410	kcal	21	g	13	g	48	g	8.7	g			7.5	g	0.37	g	0.148	g	410	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	17	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8414807513083		es					Croissants																	Consum	consum	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain	Consum	consum	0																									true	100g	100g			469	kcal	28	g	14	g	47	g	12	g			6.8	g	0.73	g	0.292	g	469	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8480000829313		ar	Croissant																	430g				Hacendado	hacendado	en:Snacks, en:Sweet snacks, en:Sweet pastries and pies, en:Viennoiseries, en:Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			"إسبانيا"	en:spain	Hacendado	hacendado	0																										100g	100g			403	kcal	22.6	g	10.5	g	40.5	g	9.2	g	2.4	g	8.2	g	0.77	g	0.308	g	403	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	18	b	68	1	7602	-5	-15	1	0		App - Yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
9870002009100		es					Croissant mantequilla																	E.Leclerc	e-leclerc	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants	Punto Verde	en:green-dot	España	en:spain			0																										100g	100g			350	kcal	16	g	10	g	44	g	6.2	g			6.8	g	1.1	g	0.44	g	350	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	18	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
2602527001294		es					Croissant pequeño margarina																	consum	consum	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants			España	en:spain	Consum	consum	0																										100g	100g			346	kcal	21.6	g	10.8	g	30.6	g	2.8	g			6.5	g	1	g	0.4	g	346	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	18	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
2602220001256		es					Mini croissant margarina																	consum	consum	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants, Croissants de mantequilla	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants,en:butter-croissants	Punto Verde	en:green-dot	España	en:spain	Consum	consum	0																										100g	100g			470	kcal	25	g	13	g	51	g	9.8	g			10	g	1.2	g	0.48	g	470	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	22	b	61	1	7620	-5	-15	1	0		App - yuka, Apps, App - elcoco, App - El CoCo
8414807515490		es					Mini croissants																	Consum	consum	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants			España	en:spain	Consum	consum	0																										100g	100g			489	kcal	29	g	15	g	49	g	12	g			7	g	0.89	g	0.356	g	489	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	21	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - El CoCo
2602220001102		es					Mini croissant margarina															Bolsa	en:bag	Consum	consum	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants			España	en:spain	Consum	consum	0															HARINA DE TRIGO, (GLUTEN), MARGARINA, 25%, ACEITE DE PALMA, ACEITE DE SOJA,ACEITE DE GIRASOL, JARABE DE GLUCOSA Y FRUCTOSA, AGUA, EMULGENTES, E-322,E-471,ACIDULANTE,E-330, AROMAS, COLORANTE, E-160(a),ANTIOXIDANTES,E-306,E-304, AZUCAR, LEVADURA, SAL, GLUTEN DE TRIGO,EMULGENTES,E-472(e), AGENTE TRATAMIENTO,E-300, HUEVO LIQUIDO PASTEURIZADO, DEXTROSA						Gluten	en:gluten				100g	100g			470	kcal	25	g	13	g	51	g	9.8	g			10	g	1.2	g	0.48	g	470	kcal									en:bag																									en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	e	22	b	63		7602	-5	-10	0	0	-10	App - elcoco, Apps, App - yuka, App - El CoCo
8436031540413		es					Mini croissants surtidos																			Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Viennoiseries, Bolleria, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:viennoiseries,en:pastries,en:croissants			España	en:spain			0																										100g	100g			326	kcal	14	g	9	g	45	g	20	g			5	g	1	g	0.4	g	326	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - El CoCo
20254100		it					Cornetti alla crema pasticcera	Cornetti alla crema pasticcera	Croissant 25% Di Farcitura Alla Crema Pasticcera											500g	50g			Nastrecce, Lidl	nastrecce,lidl	Snack, Snack dolci, en:Sweet pastries and pies, Pasta sfoglia, Croissants, Cornetti farciti, Cornetti farciti con crema	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:filled-croissants,en:croissant-filled-with-cream	Senza olio di palma, fr:Passionne italia	en:no-palm-oil,fr:passionne-italia	Francia, Italia, Spagna	en:france,en:italy,en:spain	Lidl	lidl	0															Harina de trigo, 25% crema pastelera (jarabe de glucosa, azúcar,  agua, 8,5% yema de huevo azucarada [yema de huevo, azúcar], leche desnatada en polvo, aceite de girasol, aromas, estabilizante: pectinas; conservador: sorbato potásico), levadura natural (trigo,  agua), azúcar,  agua, aceite de girasol, 5% huevo, mantequilla,  emulgente: monoglicéridos y diglicéridos de ácidos grasos,  levadura de cerveza, jarabe de glucosa y fructosa, sal, harina de malta (trigo), aromas,  leche desnatada en polvo.	"Farine de blé, garniture pâtissière (sirop de glucose, sucre, eau, 2,1% jaune d'œuf sucré (jaune d'œuf, sucre), lait écrémé en poudre, huile de tournesol, arômes, stabilisant: pectines; conservateur: sorbate de potassium), levain (farine de blé, eau), eau, sucre, huile de tournesol, œuf, beurre (lait), émulsifiant: mono - et diglycérides d'acides gras; levure de bière, sirop de glucose-fructose, sel, farine de malt de blé, arômes, lait écrémé en poudre."	Farina di frumento, 25% crema pasticcera [sciroppo di glucosio, zucchero, acqua, 8,5% tuorlo d'uovo* zuccherato (tuorlo d'uovo, zucchero) sulla crema corrispondente al 2,1% sul totale, latte scremato in polvere, olio di girasole, aromi, stabilizzanti: pectine; conservanti: sorbato di potassio], oli e grassi vegetali (palma, girasole), lievito naturale (farina di frumento, acqua), zucchero, acqua, 5% uova*, lievito di birra, emulsionanti: mono-e digliceridi degli acidi grassi, sale, burro, aromi, farina di frumento maltato. *da allevamento a terra Può contenere frutta a guscio, soia e senape.				Glutine, Latte	en:gluten,en:milk	Senape, Frutta a guscio, Soia, fr:soja et fruits	en:mustard,en:nuts,en:soybeans,fr:soja-et-fruits		100g	100g	1683	kJ	402	kcal	18.1	g	8.5	g	51.4	g	17.2	g	1.6	g	7.5	g	0.42	g	0.168	g	1683	kJ									en:film	en:plastic	en:tray	en:paper	en:packaging	en:plastic																				en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	d	16	b	61		7602	-5	-12	1	0	-10	App - yuka, Apps, App - Open Food Facts, App - smoothie-openfoodfacts
20944360		fr						Croissant relents de cacao avellanas																		Snacks, Snacks sucrés, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants	Sans conservateurs, Sans colorants	en:no-preservatives,en:no-colorings	France, Espagne	en:france,en:spain			0																										100g	100g			461	kcal	26.4	g	10.5	g	48.8	g	16.3	g			6.7	g	0.76	g	0.304	g	461	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	21	b	68	1	7602	-5	-15	1	0		App - elcoco, App - yuka, Apps, App - El CoCo
5604260266630		es					Croissants																	Porsi	porsi	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			382	kcal	15	g	11	g	53	g	15	g			1	g	13	g	5.2	g	382	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	27	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
5201360501700		ro					Double max, croissant relleno de cacao y vainilla	Double max croissant with cocoa and vanilla				Double Max Cocoa & Vanilla Croissant												7 Days	7-days	"Gustări, Gustări dulci, Biscuiți și prăjituri, en:Sweet pastries and pies, en:Viennoiseries, en:Croissants, en:Chocolate croissant"	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:chocolate-croissant	en:Sustainable farming, en:Green Dot, UTZ Certified, UTZ Certified Cocoa	en:sustainable-farming,en:green-dot,en:utz-certified,en:utz-certified-cocoa	"Franța, Islanda, Spania"	en:france,en:iceland,en:spain			0														dough: wheat flour, vegetable oils (palm, sunflower oil), sugar, glucose-fructose syrup, yeast, iodized salt, stabiliser (mono - and diglicerides of brasi acids), vanillin, acidity corrector (citric acid), preservatives (calcium propionate, potassium sorbate), cocoa filling 14%: e-sugar sugar, low-fat cocoa powder, skimmed milk powder, ethyl alcohol, emulsifier (polyglycerin esters of es) , vanillin, gelatinizing agent (sodium alginate), preservative (potassium sorbate), cocoa filling contains 7% cocoa powder with low fat content, vanilla flavoured filling 14%: sugar, palm oil, skimmed milk powder, dextrose, ethyl alcohol, egg yolk powder, emulsifier (polyglycelic fatty acid esters), stabiliser (cellulose gum), acidity correctors (disodium diphosphate, phosphoric acid), vanilla flavour , preservative (potassium sorbate), lactose (milk),						"Aluat: făină de grâu, uleiuri vegetale (le palmier, ulei de floarea soarelui), zahăr, sirop de glucoză-fructoză, drojdie, sare iodată, stabilizator (mono - și digliceride ale acizilor Braşi), vanilină, corector de aciditate (acid citric), conservanți (propionat de calciu, sorbat de potasiu), Umplutură cu cacao 14%: zahar E de palmier, cacao pudră cu conținut redus de grăsime, lapte praf degresat, alcool etilic, emulsifiant (esteri poliglicerici ai acizilor es), vanilină, agent gelatinizant (alginat de sodiu), conservant (sorbat de potasiu), Umplutura cu cacao conține 7% cacao pudră cu Continut redus de grăsime, Umplutură cu aromă de vanilie 14%: zahăr, ulei de palmier, lapte praf degresat, dextroză, alcool etilic, praf e galbenuş de ou, emulsifiant (esteri poliglicerici ai acizilor graşi), stabilizator (gumă de celuloză), corectori de aciditate (difosfat disodic, acid fosforic), aromă de vanilie, conservant (sorbat de potasiu), lactoză (lapte),"	Gluten, Lapte, en:Grâu, en:Lapte	en:gluten,en:milk,en:grau,en:lapte	"Lapte, en:Alune de pădure, en:Arahide, en:Migdale, en:Produse din soia, en:Susan"	"en:milk,en:alune-de-pădure,en:arahide,en:migdale,en:produse-din-soia,en:susan"		100g	100g			447	kcal	28	g	15	g	42	g	15	g			6	g	0.5	g	0.2	g	447	kcal																																		en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	e	20	c	44	1	7730	-5	-15	1	10	-10	App - yuka, Apps, App - elcoco, App - El CoCo, App - InFood
2623241001506		es					Mini croissants mantequilla																	Eroski	eroski	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissants de mantequilla	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:butter-croissants			España	en:spain			0																										100g	100g			471	kcal	15	g	0.01	g	17	g	2e-05	g			34	g					471	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	unknown		b	61	1	7620	-5	-15	1	0		App - yuka, Apps
5601363100229		pt						Mini croissant			Mini Croissant													Chipicao	chipicao	"Alimentos e bebidas à base de plantas, Alimentos à base de plantas, Lanches comida, Produtos para barrar, Lanches doces, Produtos para barrar à base de plantas, Biscoitos e Bolos, en:Sweet pastries and pies, Bolos, en:Viennoiseries, en:Croissants, en:Chocolate croissant"	en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:spreads,en:sweet-snacks,en:plant-based-spreads,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants,en:chocolate-croissant			França, Espanha	en:france,en:spain			0														wheat flour (45%), water, filling (37%) [sugar, reconstituted skimmed milk powder (24%), palm fat, fat-reduced cocoa powder (7%), skimmed milk powder 7%), alcohol, emulsifier (polyglycerol esters of fatty acids), flavouring (vanillin), thickener (sodium alginate), preservative (potassium sorbate)), palm fat, vegetable oils (sunflower, soy) in varying proportions, sugar,  preservatives (potassium sorbate, calcium propionate), acidifier (citric acid), emulsifiers (soy lecithin, mono - and diglycerides, fatty acids), ovel yolk), (3%), yeast, salt, thanteiga (milk), flavouring (vanillin),dye (beta-carotene),					Farinha de trigo (45%), agua, recheio (37%) [açúcar, leite magro em pó reconstituido (24%), gordura de palma, cacau magro em pó (7%), leite magro em po 7%), álcool, emulsionante (ésteres de poliglicerol de ácidos gordos), aroma (vanilina), espessante (alginato de sódio), conservante (sorbato de potássio)], gordura de palma, óleos vegetais (girassol, soja) em proporções variáveis, azúcar, conservantes (sorbato de potássio, propionato de cálcio), acidificante (ácido cítrico), emulsionantes (lecitina de soja, mono e diglicéridos,de ácidos gordos), gema de ovelina), (3%), levedura, sal, Thanteiga (de leite), aroma (vanilina),corante (beta-caroteno),		Glúten, Leite, Soja	en:gluten,en:milk,en:soybeans				100g	100g			412	kcal	20.1	g	9.9	g	48.6	g	18.1	g	2.6	g	7.8	g	0	g	0	g	412	kcal																																		en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	d	16	d	34	1	7730	-5	-15	1	0	-10	App - elcoco, Apps, App - yuka, App - El CoCo, App - InFood
236842420000100619001980		es					Mini croissant mantequilla																	Mercadona	mercadona	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, en:Botanas, en:Croissants de mantequilla, en:Pasteles, en:Snacks dulces	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:botanas,en:croissants-de-mantequilla,en:pasteles,en:snacks-dulces	Punto Verde	en:green-dot	España	en:spain			0																										100g	100g			503	kcal	31	g	21	g	48	g	7.4	g			7.9	g	0.88	g	0.352	g	503	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	68	1	7602	-5	-15	1	0		App - elcoco, Apps, App - yuka, App - El CoCo
