code	producer_product_id	lc	product_name_ar	product_name_ca	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_it	product_name_nl	product_name_pt	product_name_ro	generic_name_de	generic_name_en	generic_name_es	generic_name_fr	generic_name_it	generic_name_nl	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	manufacturing_places	manufacturing_places_tags	producer_es	producer_fr	producer_it	producer_nl	emb_codes	emb_codes_tags	ingredients_text_bg	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_it	ingredients_text_nl	ingredients_text_pt	ingredients_text_ro	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	polyols_value	polyols_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_shape	packaging_1_material	packaging_2_shape	packaging_2_material	packaging_3_shape	packaging_3_material	conservation_conditions_es	conservation_conditions_fr	conservation_conditions_it	conservation_conditions_nl	warning_es	warning_fr	warning_it	warning_nl	preparation_es	preparation_fr	preparation_it	preparation_nl	nutriscore_score_producer	nutriscore_grade_producer	customer_service_es	customer_service_fr	customer_service_it	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	off:ecoscore_data.adjustments.threatened_species.value	data_sources
8431876336764		es					Croissants													350 g				Carrefour simpl	carrefour-simpl	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissants de mantequilla, Cruasanes	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:butter-croissants,es:cruasanes	Ecológico, Nutriscore, Nutriscore D	en:organic,en:nutriscore,en:nutriscore-grade-d	España	en:spain			0															Harina de trigo, grasa vegetal de palma, azúcar, dextrosa, huevo, suero de leche en polvo, aceites vegetales (girasol, soja) en proporción variable, levadura, sal, emulgentes (monoglicéridos y diglicéri - dos de ácidos grasos y ésteres mono - acetil y diacetil tartáricos de monoglicéri - dos y diglicéridos de ácidos grasos). estabilizantes (carboximetilcelulosa y goma guar), conservadores (propionato cálcico y sorbato potásico), proteínas de la leche, aromas, gluten de trigo y colorante (carotenos).						Huevos, Gluten, Leche, Soja	en:eggs,en:gluten,en:milk,en:soybeans	Frutos de cáscara, Granos de sésamo, Soja, Mostaza y/o productos derivados.	en:nuts,en:sesame-seeds,en:soybeans,es:mostaza-y-o-productos-derivados		100g	100g	1641	kJ	391	kcal	16	g	8.2	g	53	g	12	g	2.8	g	7.4	g	1	g	0.4	g	1641	kJ							0	g																			16	d						en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	d	16	c	51	1	7620	-5	-15	1	0	-10	App - Yuka, Apps, Producers, Producer - carrefour-espana
8410199012722		es					Chipicao mini croissant. Crema de cacao													80g	80g			chipicao	chipicao	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0				España	espana																Gluten, Leche	en:gluten,en:milk	Huevos, Leche	en:eggs,en:milk		100g	100g			412	kcal	20.1	g	9.9	g	48.6	g	18.1	g	2.6	g	7.8	g	0.66	g	0.264	g	412	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	18	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8413675001784		es					Croissants con mantequilla																			Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissants de mantequilla	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:butter-croissants			España	en:spain			0																										100g	100g			408	kcal	21	g	11	g	47	g	8.9	g	1.7	g	7.3	g					408	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	unknown		b	61	1	7620	-5	-15	1	0		App - Yuka, Apps
8425514213548		es					Croissants mantequilla																			Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissants de mantequilla	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:butter-croissants			España	en:spain			0																										100g	100g			503	kcal	31	g	21	g	48	g	7.4	g			7.9	g	0.88	g	0.352	g	503	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	61	1	7620	-5	-15	1	0		App - yuka, Apps
8480000827609		es					Croissant sin azucares añadidos integral																	Hacendado	hacendado	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants	Punto Verde	en:green-dot	España	en:spain			0																										100g	100g			402	kcal	22	g	10	g	41	g	0.2	g			8	g	1.3	g	0.52	g	402	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	19	b	68	1	7602	-5	-15	1	0		App - elcoco, App - yuka, Apps, App - El CoCo
8410087123820		es					Croissants																	casado	casado	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants	Punto Verde	en:green-dot	España	en:spain			0																										100g	100g	1679	kJ	401	kcal	17	g	8.7	g	54	g	15	g	1	g	7.1	g	0.97	g	0.388	g	1679	kJ																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	19	b	68	1	7602	-5	-15	1	0		App - elcoco, Apps, App - yuka, App - El CoCo, App - smoothie-openfoodfacts
5949093503560		es					Croissant																			Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissant de chocolate	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:chocolate-croissant			España	en:spain			0																										100g	100g			434	kcal	22	g	9	g	51	g	16	g			8	g	0.8	g	0.32	g	434	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	19	c	44	1	7730	-5	-15	1	0		App - yuka, Apps
2411265000878		es					Croissant Recto 95gr																			Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			434	kcal	24.6	g	13.6	g	42.2	g	6.5	g			8.8	g	1.4	g	0.56	g	434	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	22	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8480017150400		es					Croissant pequeño 6 unidades																	La Hornada del Dia	la-hornada-del-dia	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants	Punto Verde	en:green-dot	España	en:spain			0																										100g	100g																																																								en:pastries	en:sugary-snacks,en:pastries		unknown	unknown		b	68	1	7602	-5	-15	1	0		App - yuka, Apps
2602220001454		es					Mini croissant																			Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			470	kcal	25	g	13	g	51	g	9.8	g	1.2	g	10	g	1.2	g	0.48	g	470	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	21	b	68	1	7602	-5	-15	1	0		App - Yuka, Apps
8480000820372		es					Croissant con crema de cacao																	Hacendado	hacendado	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants, Croissant de chocolate	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants,en:chocolate-croissant			España	en:spain	Mercadona	mercadona	0															"Harina de trigo, crema de cacao y avellanas (31%) [azúcar, grasa vegetal (girasol, palma), cacao desgrasado en polvo, pasta avellana, emulgente (lecitina soja), aroma, vainillina, antioxidantes (É-304i, E-306)], aceites y grasas vegetales (girasol, soja, palma), agua, azúcar, huevo líquido pasteurizado, azúcar invertido, levadura, fibra y gluten de trigo, espesantes (carboximetilcelulosa, goma xantana), emulgentes [lecitinas (girasol), sorbitol, E471, E-472e, E-472c, E-481], sal, proteínas de leche, conservador (ácido citrico, sorbato potásico, propionato cálcico), aromas, corrector de acidez: acido citrico), enzimas (alfaamilasas, xilanasas), colorante (betacaroteno), antioxidante (ácido ascorbico, E-304, E-307)"						Gluten, Leche, Frutos de cáscara, Soja	en:gluten,en:milk,en:nuts,en:soybeans				100g	100g			490	kcal	30	g	12	g	47	g	23	g	2.5	g	7	g	0.68	g	0.272	g	490	kcal																																		en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	e	22	d	34	1	7730	-5	-15	1	0	-10	App - Yuka, Apps
8436009678025		fr						Croissants relleno de cacao nevado												370 g				Peiron & Torrent	peiron-torrent	Snacks, Snacks sucrés, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissants au beurre	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:butter-croissants			France, Espagne	en:france,en:spain			0																										100g	100g			526	kcal	33	g	11	g	53	g	35	g			4.5	g	0.5	g	0.2	g	526	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	25	b	61	1	7620	-5	-15	1	0		App - elcoco, App - yuka, Apps, App - El CoCo
8423086019636		es					Croissant																	Unide	unide	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			466	kcal	28	g	14	g	46	g	12	g			6.6999998092651	g	0.85000002384186	g	0.340000009536744	g	466	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8411439003432		es					Croissant estilo frances																	eidetesa	eidetesa	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			360	kcal	16	g	7.6999998092651	g	42	g	7.5999999046326	g			9.1999998092651	g	0.87999999523163	g	0.351999998092652	g	360	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	15	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - elcoco, App - El CoCo
8430807000941		es					Croissant mini																	alimerka	alimerka	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			489	kcal	29	g	14.8	g	48.5	g	12	g			7.1	g	0.91	g	0.364	g	489	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	22	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - elcoco, App - El CoCo
24012584		es					Mini croissant de trigo espelta																	Gutbio	gutbio	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants	Ecológico	en:organic	España	en:spain			0																										100g	100g			449	kcal	20	g	12	g	53	g	6.4	g			8.7	g	0.9	g	0.36	g	449	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	19	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - elcoco, App - El CoCo
8480000827425		es					Croissant integral																	Hacendado	hacendado	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain	Mercadona	mercadona	0																										100g	100g			380	kcal	21	g	9.9	g	38	g	1.9	g			8.5	g	1.2	g	0.48	g	380	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	18	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
2617876001956		es					Croissant mantequilla																	Eroski	eroski	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissants de mantequilla	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:butter-croissants			España	en:spain			0																										100g	100g																																																								en:pastries	en:sugary-snacks,en:pastries		unknown	unknown		b	61	1	7620	-5	-15	1	0		App - yuka, Apps
8410087121284		es					Mini croissants																	auchan	auchan	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain	Auchan	auchan	0																										100g	100g			481	kcal	28	g	14	g	49	g	12	g	2.3	g	7	g	0.85	g	0.34	g	481	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	19	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
4056489409090		es					Croissants													350 g				La Cestera	la-cestera	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0														batch:/preferably consume before: cpontevedra, 7 conservation: keep in a cool place, *eggs of hens raised on the ground, l supermarkets, s,a,u, en pastry product, croissants, ingredients: 38% wheat flour, water, certified sustainable palm fat, azücar, gìrasol oil, wheat gluten, 1.4% egg* pasteurized liquid, emulsifiers: monoglycerides and diglyzones of fatty acids,  calcium propionate stearoyl-2-lactylate, sorbic acid: thickener: tara gum, flour treatment agent: ascorbic acid, flavourings, acidulant: citric acid, coloring: carotenes, may contain traces of soy, milk and/or derivatives and nuts, dried and not exposed to sunlight, see front of the package, packaged in spain, ind, el saladar, 30htevedra, 7 lorquí (murcia) packaging dor:  b93729119 net weight 350	Lote:/Consumir preferentemente antes del: CPontevedra, 7 Conservación: Conservar en lugar fresco, *Huevos de gallinas criadas en el suelo, l Supermercados, S,A,U, ES Producto de bollería, Croissants, Ingredientes: 38% Harina de trigo, agua, grasa de palma sostenible certificada, azücar, aceite de gìrasol, gluten de trigo, 1,4% huevo* liquido pasteurizado, emulgentes: monoglicéridos y diglicendos de åcidos grasos, estearoil-2-lactilato de propionato cálcico, ácido sórbico: espesante: goma tara, agente de tratamiento de la harina: ácido ascórbico, aromas, acidulante: ácido cítrico, colorante: carotenos, Puede contener trazas de soja, leche y/o derivados y frutos de cáscara, seco y no expuesto a la luz solar, ver frontal del paquete, Envasado en España, Ind, El Saladar, 30htevedra, 7 Lorquí (Murcia) Envasado Dor: B93729119 peso neto 350						Huevos	en:eggs	Frutos de cáscara, Soja	en:nuts,en:soybeans		100g	100g			485	kcal	27.7	g	14	g	49	g	17.2	g			8.7	g	1	g	0.4	g	485	kcal																																		en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	e	23	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - InFood, App - smoothie-openfoodfacts
24560139		es					Croissant recto																	Calidad Artesana	calidad-artesana	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants	Punto Verde	en:green-dot	España	en:spain			0																										100g	100g			414	kcal	21	g	14	g	47	g	8.3000001907349	g			8	g	0.98000001907349	g	0.392000007629396	g	414	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - El CoCo
5941384002653		bg					Croasant rumano lleno de chocolate													85 g	85 g			derpan,Patisserie	derpan,patisserie	"Закуски, Сладки закуски, en:Sweet pastries and pies, en:Viennoiseries, Кроасани, Кроасани с пълнеж, Кроасан"	"en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:filled-croissants,bg:кроасан"	"Зелена точка"	en:green-dot	"България, Испания"	en:bulgaria,en:spain	billa	billa	0																										100g	100g			429	kcal	24.3	g	10.82	g	45.45	g	13.83	g			5.89	g	0.79	g	0.316	g	429	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	21	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
2995746000002		es					Croissant Frankfurt																			Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			467	kcal	25.8	g	25.8	g	56.9	g	2.3	g			6.6	g	1	g	0.4	g	467	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	19	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
5319991400337		bg					Croisant														200g			Fancy Corner	fancy-corner	"Закуски, Сладки закуски, en:Sweet pastries and pies, en:Viennoiseries, Кроасани, Кроасани с пълнеж, Кроасан"	"en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:filled-croissants,bg:кроасан"	"Зелена точка"	en:green-dot	"България, Испания"	en:bulgaria,en:spain			0												"Кроасан с какао и ванилия пълнеж 25% Ингредиенти; пшенично брашно, какаов крем 12,5% (захар, глюкозен сироп, напълно хидрогенирано палмово масло какао на прах, обезмаслено мляко на прах, суроватка на прах, алгинат, консерванти, калиев сороат 0.1 и аромат ат за влаа сорбито, емулгатоорк: Е471, суроватка прах, соев лецитин, консерванти: калциев пропионат 0.1% и сорбинова киселина, яйца на прах и аромат"									"Глутен"	en:gluten				100g	100g			428	kcal	22.95	g	0.105	g	45.63	g	23.1	g	2.4	g	8.51	g	0.64	g	0.256	g	428	kcal									en:unknown	en:pp-5-polypropylene																							https://fancycorner.mk/	en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	c	10	b	75		7602	-5	-8	0	0		App - Yuka, Apps
8436009678704		es					Croissant Cacao Viruta																	Belcan	belcan	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Cruasanes rellenos, Croissant de chocolate, Cruasán relleno de chocolate	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:filled-croissants,en:chocolate-croissant,en:croissant-filled-with-chocolate	Punto Verde	en:green-dot	España	en:spain			0																										100g	100g			529	kcal	34.1	g	11.6	g	51.2	g	33.5	g	2.5	g	4.5	g	0.52	g	0.208	g	529	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	23	c	44	1	7730	-5	-15	1	0		App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
8436009678568		es					Surtido Croissants													225 g				Peirón & Torrent	peiron-torrent	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissant de chocolate	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:chocolate-croissant	Punto Verde	en:green-dot	España	en:spain	Bonpreu	bonpreu	0		España	en:spain							ES 20.27348/B CE	es-20-27348-b-ec															100g	100g			523	kcal	34	g	15	g	48	g	25	g	2.6	g	5.4	g	0.64	g	0.256	g	523	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	21	c	52	1	7730	3	-15	1	0		App - Yuka, Apps, App - smoothie-openfoodfacts
8431876125528		es					Croissa. Rel.crema cacao													360 g				Carrefour	carrefour	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants	Punto Verde, Nutriscore	en:green-dot,en:nutriscore	España	en:spain	Carrefour	carrefour	0															"Harina De Trigo 30%, Crema Al Cacao 28,8% [Azúcar, Grasa De Palma, Suero Lácteo En Polvo, Cacao Magro En Polvo 7,8%, Pasta De Avellanas, Emulgente: Lecitina De Soja, Aroma], Grasa , Aceites Vegetales (Palma, Girasol, Soja), Agua, Azúcar, Dextrosa, Suero Lácteo En Polvo, Levadura, Huevo, Sal, Emulgentes: Monoglicéridos , Diglicéridos De Ácidos Grasos , Ésteres Monoacetil , Diacetil Tartáricos De Monoglicéridos , Diglicéridos De Ácidos Grasos, Proteínas De La Leche, Conservadores: Propionato Cálcico , Sorbato Potásico, Aromas, Gluten De Trigo, Estabilizante: Goma Guar, Acidulante: Ácido Cítrico, Agente De Tratamiento De La Harina: Ácido Ascórbico, Colorante: Carotenos"						Huevos, Gluten, Leche, Frutos de cáscara, Soja	en:eggs,en:gluten,en:milk,en:nuts,en:soybeans	Granos de sésamo	en:sesame-seeds		100g	100g	2082	kJ	499	kcal	31	g	16	g	48	g	25	g	1.9	g	5.7	g	0.61	g	0.244	g	2082	kJ							0	g																										en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	e	22	c	58	1	7602	-5	-15	1	0	-10	App - yuka, Apps, Producers, Producer - carrefour-espana, App - smoothie-openfoodfacts
8410022114616		es					Croissant estilo francés													150 g				eidetesa	eidetesa	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants			España	en:spain			0																										100g	100g			341	kcal	14	g	6.5	g	45	g	14	g			8.3	g	0.85	g	0.34	g	341	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	d	16	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - El CoCo
8480024766328		es					Croissants																	alteza,	alteza	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, en:Botanas, en:Galletas y pasteles, en:Pasteles, en:Snacks dulces	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:botanas,en:galletas-y-pasteles,en:pasteles,en:snacks-dulces			España	en:spain	Alteza,	alteza	0																										100g	100g			466	kcal	28	g	14	g	46	g	12	g	1.7	g	6.7	g	0.85	g	0.34	g	466	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	19	b	68	1	7602	-5	-15	1	0		App - yuka, Apps
8421691791787		es					Croissant													400 g				alipende	alipende	Botanas, Snacks dulces, Galletas y pasteles, en:Sweet pastries and pies, Pasteles, Viennoiseries, Croissants	en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:sweet-pastries-and-pies,en:cakes,en:viennoiseries,en:croissants			España	en:spain	Ahorramas	ahorramas	0																										100g	100g			469	kcal	28	g	14	g	47	g	12	g			6.8	g	0.7	g	0.28	g	469	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
5201360572595		es					Mini croissants double cherry																	7 Days,	7-days	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, en:Botanas, en:Galletas y pasteles, en:Pasteles, en:Snacks dulces	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:botanas,en:galletas-y-pasteles,en:pasteles,en:snacks-dulces			España	en:spain			0																										100g	100g			427	kcal	22	g	13	g	50	g	23	g			6	g	0.55	g	0.22	g	427	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	22	b	68	1	7602	-5	-15	1	0		App - elcoco, Apps, App - yuka, App - El CoCo
8437020608138		es					Croissant relleno veggie													280 g	40 g			Veggie Maai	veggie-maai	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissant de chocolate	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:chocolate-croissant	Vegetariano, Vegano, Sin huevo, Sin lactosa	en:vegetarian,en:vegan,en:no-eggs,en:no-lactose	España	en:spain			0															"Harina de TRIGO, relleno de chocolate (azúcar, aceites vegetales (girasol, palma), cacao desgrasado en polvo, emulgente, lecitina de girasol, grasa vegetal (palma), aroma natural (vainilla) y aroma) antiaglomerante (E-170), emulgente,  (E-170), grasa de palma, antioxidante (E-300), enzimas de TRIGO, margarina vegetal (grasa vegetal refinada (palma), aceite refinado de girasol, agua, emulgente (E-471), sal, acidulante (E-330), conservante (E-200), aroma, colorante (E-160a)), agua, azúcar, levadura, dextrosa, sal y gluten."						Gluten	en:gluten				100g	100g			478	kcal	26.88	g	8.9	g	53.58	g	34.58	g	2.5	g	4.3	g	0.24	g	0.096	g	478	kcal																																	https://www.veggiemaai.com/croissants-rellenos-de-chocolate/	en:pastries	en:sugary-snacks,en:pastries	4	en:4-ultra-processed-food-and-drink-products	e	19	d	34	1	7730	-5	-15	1	0	-10	App - Yuka, Apps
8410099574030		es					Croissants azúcares con todo el sabor													8 x 30 g				La Bella Easo	la-bella-easo	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissants de mantequilla	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:butter-croissants	Sin colorantes	en:no-colorings	España	en:spain			0																										100g	100g			426	kcal	27	g	13	g	40	g	0.5	g			7.5	g	1	g	0.4	g	426	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	19	b	61	1	7620	-5	-15	1	0		App - yuka, Apps
2604624001405		es					Croissant																			Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, Croissants de mantequilla	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:butter-croissants			España	en:spain			0																										100g	100g			50	kcal	50	g	10	g	20	g	10	g	10	g	10	g					50	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	unknown		b	61	1	7620	-5	-15	1	0		App - Yuka, Apps
8480010143690		es					Croissants																	Eroski	eroski	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, en:Botanas, en:Pasteles, en:Snacks dulces	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:botanas,en:pasteles,en:snacks-dulces			España	en:spain			0																									true	100g	100g			413	kcal	19	g	9.7	g	52	g	13	g			7	g	1	g	0.4	g	413	kcal																																		en:pastries	en:sugary-snacks,en:pastries		unknown	e	20	b	68	1	7602	-5	-15	1	0		App - yuka, Apps, App - elcoco, App - El CoCo
2108200002003		es					Croissant Recto mantequilla																	Alipende	alipende	Botanas, Snacks dulces, en:Sweet pastries and pies, Viennoiseries, Croissants, en:Botanas, en:Galletas y pasteles, en:Pasteles, en:Snacks dulces	en:snacks,en:sweet-snacks,en:sweet-pastries-and-pies,en:viennoiseries,en:croissants,en:botanas,en:galletas-y-pasteles,en:pasteles,en:snacks-dulces			España	en:spain			0																										100g	100g																																																								en:pastries	en:sugary-snacks,en:pastries		unknown	unknown		b	68	1	7602	-5	-15	1	0		App - yuka, Apps
