code	producer_product_id	lc	product_name_ca	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_gl	product_name_it	product_name_nb	product_name_nl	product_name_pt	abbreviated_product_name_es	generic_name_es	generic_name_fr	generic_name_nl	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_ca	origin_es	origin_fr	origin_nl	origin_pt	manufacturing_places	manufacturing_places_tags	producer_fr	producer_nl	emb_codes	emb_codes_tags	ingredients_text_ca	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_it	ingredients_text_nb	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	starch_value	starch_unit	polyols_value	polyols_unit	vitamin-c_value	vitamin-c_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_quantity_per_unit	conservation_conditions_fr	conservation_conditions_nl	customer_service_fr	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
8480012011065		es				Miel de flores																Eliges	eliges		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys			España	en:spain			0																												100g	100g			330	kcal	0	g	0	g	82	g	72	g			0.6	g	0	g	0	g			330	kcal																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	b	72	1	31008	-5	-15	1	0							App - elcoco, App - yuka, Apps, App - El CoCo
8436021060099		es				Miel Ecológica de Brezo							Miel de Brezo	Miel monofloral Ecológica de Brezo				1 kg		Tarro	en:jar	Miel Antonio Simón	miel-antonio-simon		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de brezo	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:heather-honeys	Ecológico	en:organic	España	en:spain	miel-antoniosimon.com	miel-antoniosimon-com	0					"AGRICULTURA UE. MIELES DE ESPAÑA Y PORTUGALEspaña, Portugal"													Miel ecológica pura										100g	100g																																																				en:jar						en:unknown	en:glass								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	75		31008	-5	-12	0	0							App - yuka, Apps, Producers, Producer - miel-antonio-simon
8421665004295		es				Miel Cruda de ROMERO																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de romero	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:rosemary-honeys	Punto Verde	en:green-dot	España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8420433100009		es				Miel de Mil Flores																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																	0	g	0	g																																															en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8414469232414		es				Miel mil flores																apicola moreno	apicola-moreno		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - elcoco, Apps, App - yuka, App - El CoCo
8437013297080		es				Miel de flores milflores Málaga																La Alqueria	la-alqueria		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8424193666669		es				miel																El Pinsapar	el-pinsapar		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8411496107746		es				Miel mil flores												500 g							Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - elcoco, Apps, App - yuka, App - El CoCo
8437002349141		es				Miel																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8426083012402		es				Miel de encina																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8437002756192		es				Miel de eucalipto																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Ecológico, Ecológico UE	en:organic,en:eu-organic	España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	79	1	31008	-5	-15	1	15							App - yuka, Apps
8437001523153		es				Miel																Sierra del oso	sierra-del-oso		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8437008147031		es				Miel de mil flores																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8436578481026		es				Miel																la chinata	la-chinata		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Nutrición	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,es:nutricion			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - elcoco, Apps, App - El CoCo, App - Yuka
8414529800058		es				Miel																La Virgen de Extremadura	la-virgen-de-extremadura		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8470007124238		es				Miel de eucalipto																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8413812012338		es				Miel																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
5060391623986		es				Clear honey												340 g							Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps, App - El CoCo
8428084123583		es				Miel Sierra del Sorbe																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Ecológico, Ecológico UE	en:organic,en:eu-organic	España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	79	1	31008	-5	-15	1	15							App - yuka, Apps
8424763131733		es				Miel de Eucalipto Mellarius																Mellarius	mellarius		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8412614101066		fr					Mel romaní															Alemany	alemany		"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels"	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			Espagne, Francia	en:spain,fr:francia			0																												100g	100g							0	g			0	g																																																							en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8412614170024		es				Mel de flors																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
0096619267484		es				Agave azul orgánico													100g	Plástico	en:plastic	Kirkland Signature	kirkland-signature		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Siropes, Mieles, Siropes simples, Siropes de agave	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:syrups,en:honeys,en:simple-syrups,en:agave-syrups	Ecológico, en:USDA Organic	en:organic,en:usda-organic	España	en:spain	Costco	costco	0																		Jarabe de Agave Orgánico.										100g	100g	1173	kJ	276	kcal	0	g	0	g	69	g	69	g	4	g	0	g	0	g	0	g	0	% vol	1173	kJ																													en:plastic														en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	c	9	d	28		31089	-5	-10	1	0							App - elcoco, Apps, App - yuka, App - El CoCo, App - Open Food Facts
8437003280047		es				Miel de Tajinaste																Zum-Zum Miel	zum-zum-miel		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	DOP	en:pdo	España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8426216000269		es				Miel eucaliptus																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de eucaliptus	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:eucalyptus-honeys			España	en:spain			0																												100g	100g							0	g			0	g																																																							en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8412614103473		es				Miel de eucaliptus																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de eucaliptus	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:eucalyptus-honeys			España	en:spain			0																												100g	100g			320	kcal	0	g	0	g	79.9	g	79.7	g	0.1	g	0.3	g							320	kcal																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - Yuka, Apps
8435101202237		es				Miel de flores																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys			España	en:spain			0																												100g	100g			322	kcal	0	g	0	g	80	g	78	g	0.6	g	0	g							322	kcal																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - Yuka, Apps
8436533030146		es				Miel de Torronteras, Romero																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de romero	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:rosemary-honeys	DOP	en:pdo	España	en:spain			0																												100g	100g																	0	g	0	g																																															en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - elcoco, Apps, App - yuka, App - El CoCo
8436021060518		es				Pack Selección Premium - Miel de Romero y Roble ecológicas							Pack Selección Premium	Pack Selección Premium - Miel de Romero y Roble ecológicas - 2 x 500 g				2 x 500 g		Tarro	en:jar	Miel Antonio Simón	miel-antonio-simon		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Ecológico	en:organic	España	en:spain	miel-antoniosimon.com	miel-antoniosimon-com	0					"AGRICULTURA UE. MIELES DE ESPAÑA Y PORTUGALEspaña, Portugal"													Miel ecológica pura										100g	100g																																																				en:jar						en:unknown	en:glass								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	75		31008	-5	-12	0	0							Producers, Producer - miel-antonio-simon
8436021060303		es				Jalea Real Ecológica Fresca							Jalea Real Fresca	Jalea Real Ecológica Fresca 20 g				20 g		Tarro	en:jar	Miel Antonio Simón	miel-antonio-simon		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Ecológico	en:organic	España	en:spain	miel-antoniosimon.com	miel-antoniosimon-com	0					AGRICULTURA NO UE													Jalea real ecológica pura										100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							Producers, Producer - miel-antonio-simon
8436021060129		es				Polen Ecológico Fresco							Polen Fresco	Polen Ecológico Fresco 225 g				225 g		Tarro	en:jar	Miel Antonio Simón	miel-antonio-simon		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Ecológico	en:organic	España	en:spain	miel-antoniosimon.com	miel-antoniosimon-com	0					"AGRICULTURA UE. POLEN DE ESPAÑA.España, Portugal"													Polen ecológico puro										100g	100g																																																				en:jar						en:unknown	en:glass								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		a	83		31008	3	-12	0	0							Producers, Producer - miel-antonio-simon
8436021060389		es				Miel Ecológica de Madroño							Miel de Madroño	Miel monofloral Ecológica de Madroño				500 g		Tarro	en:jar	Miel Antonio Simón	miel-antonio-simon		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Ecológico	en:organic	España	en:spain	miel-antoniosimon.com	miel-antoniosimon-com	0					"AGRICULTURA UE. MIELES DE ESPAÑA Y PORTUGALEspaña, Portugal"													Miel ecológica pura										100g	100g																																																				en:jar						en:unknown	en:glass								en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	75		31008	-5	-12	0	0							Producers, Producer - miel-antonio-simon
