code	producer_product_id	lc	product_name_ca	product_name_de	product_name_en	product_name_es	product_name_fr	product_name_gl	product_name_it	product_name_nb	product_name_nl	product_name_pt	abbreviated_product_name_es	generic_name_es	generic_name_fr	generic_name_nl	generic_name_pt	quantity	serving_size	packaging	packaging_tags	brands	brands_tags	brand_owner	categories	categories_tags	labels	labels_tags	countries	countries_tags	stores	stores_tags	obsolete	obsolete_since_date	origins	origins_tags	origin_ca	origin_es	origin_fr	origin_nl	origin_pt	manufacturing_places	manufacturing_places_tags	producer_fr	producer_nl	emb_codes	emb_codes_tags	ingredients_text_ca	ingredients_text_de	ingredients_text_en	ingredients_text_es	ingredients_text_fr	ingredients_text_it	ingredients_text_nb	ingredients_text_pt	allergens	allergens_tags	traces	traces_tags	no_nutrition_data	nutrition_data_per	nutrition_data_prepared_per	energy-kj_value	energy-kj_unit	energy-kcal_value	energy-kcal_unit	fat_value	fat_unit	saturated-fat_value	saturated-fat_unit	carbohydrates_value	carbohydrates_unit	sugars_value	sugars_unit	fiber_value	fiber_unit	proteins_value	proteins_unit	salt_value	salt_unit	sodium_value	sodium_unit	alcohol_value	alcohol_unit	energy_value	energy_unit	monounsaturated-fat_value	monounsaturated-fat_unit	polyunsaturated-fat_value	polyunsaturated-fat_unit	starch_value	starch_unit	polyols_value	polyols_unit	vitamin-c_value	vitamin-c_unit	vitamin-pp_value	vitamin-pp_unit	vitamin-b6_value	vitamin-b6_unit	potassium_value	potassium_unit	calcium_value	calcium_unit	phosphorus_value	phosphorus_unit	iron_value	iron_unit	magnesium_value	magnesium_unit	fruits-vegetables-nuts_value	fruits-vegetables-nuts_unit	packaging_1_number_of_units	packaging_1_shape	packaging_1_material	packaging_1_recycling	packaging_1_quantity_per_unit	packaging_1_weight_measured	packaging_2_number_of_units	packaging_2_shape	packaging_2_material	packaging_2_recycling	packaging_2_quantity_per_unit	conservation_conditions_fr	conservation_conditions_nl	customer_service_fr	customer_service_nl	link	off:food_groups	off:food_groups_tags	off:nova_groups	off:nova_groups_tags	off:nutriscore_grade	off:nutriscore_score	off:ecoscore_grade	off:ecoscore_score	off:ecoscore_data.missing_key_data	off:ecoscore_data.agribalyse.code	off:ecoscore_data.adjustments.origins_of_ingredients.value	off:ecoscore_data.adjustments.packaging.value	off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials	off:ecoscore_data.adjustments.production_system.value	sources_fields:org-database-usda:available_date	sources_fields:org-database-usda:fdc_category	sources_fields:org-database-usda:fdc_data_source	sources_fields:org-database-usda:fdc_id	sources_fields:org-database-usda:modified_date	sources_fields:org-database-usda:publication_date	data_sources
8428919405297		fr					Miel															luna de miel	luna-de-miel		"Petit-déjeuners, Produits à tartiner, Produits à tartiner sucrés, Produits de la ruche, Produits d'élevages, Édulcorants, Miels"	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			France, Espagne	en:france,en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps, App - El CoCo
8436004376407		es				Miel de Romero Cruda												500g				Naturval	naturval		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de romero	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:rosemary-honeys			España	en:spain	La Petite Planèthé	la-petite-planethe	0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps, App - smoothie-openfoodfacts
0084898900147		es																							Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de eucaliptus	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:eucalyptus-honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - smoothie-openfoodfacts, Apps
20908089		es				Miel de flores						Mel de flores		Miel de flores			Mel de flores	250 g				Maribel	maribel		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores, Mieles liquidas	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys,en:liquid-honeys	No recomendado para ciertas personas, Punto Verde, No apto para niños menores de 1 año, pt:Ecoponto amarelo	en:not-advised-for-specific-people,en:green-dot,en:not-suited-for-children-under-1-years,pt:ecoponto-amarelo	Portugal, España	en:portugal,en:spain	Lidl	lidl	0					Mezcla de mieles originarias y no originarias de la UE			Mistura de méis UE e não UE	Deutschland	deutschland															en:None	en:none	on	100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8480013104506		es				Miel Mil flores						Miel Mil flores		Miel de flores			Mel de flores	500 g				Spar	spar		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	No recomendado para ciertas personas, Punto Verde, No apto para niños menores de 1 año, Recicla amarillo	en:not-advised-for-specific-people,en:green-dot,en:not-suited-for-children-under-1-years,es:recicla-amarillo	España	en:spain	Spar	spar	0					Mezcla de mieles originarias y no originarias de la UE				España	espana			ES 23.00005/CS CE	es-23-00005-cs-ec				100% miel de flores.							en:None	en:none		100g	100g	1404	kJ	330	kcal	0	g	0	g	82	g	72	g			0.6	g	0.02	g	0.008	g			1404	kJ																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	b	72	1	31008	-5	-15	1	0							App - yuka, Apps, app-elcoco, App - El CoCo
5601312045342		pt										Mel de Flores					Mel de Flores	500 g				Continente,SONAE	continente,sonae		Pequenos alomoços, Produtos para barrar, Doces para barrar, Produtos des abelhas, Produtos agrícolas, Adoçantes, Méis, Meles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	Não recomendado para pessoas específicas, Ponto Verde, Não adequado para crianças menores de 1 ano, Ecoponto verde	en:not-advised-for-specific-people,en:green-dot,en:not-suited-for-children-under-1-years,pt:ecoponto-verde	Portugal, Espanha	en:portugal,en:spain	Continente	continente	0								Mistura de méis UE e não UE	España	espana			ES 23.00005/CS CE	es-23-00005-cs-ec											en:None	en:none		100g	100g	1404	kJ	330	kcal	0	g	0	g	82	g	72	g			0.6	g	0.02	g	0.008	g			1404	kJ																											1	en:pouch-flask	en:clear-glass	en:recycle-in-glass-bin												https://www.continente.pt/produto/mel-mil-flores-continente-2193532.html	en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	a	85		31008	-5	-2	0	0							App - yuka, Apps, App - InFood, App - Open Food Facts
8480017083890		es				Miel de flores						Mel de flores		Miel de flores			Mel de flores	500 g				Dia	dia		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	No recomendado para ciertas personas, Punto Verde, No apto para niños menores de 1 año	en:not-advised-for-specific-people,en:green-dot,en:not-suited-for-children-under-1-years	Portugal, España	en:portugal,en:spain	Dia,Minipreço	dia,minipreco	0					Mezcla de mieles originarias y no originarias de la UE			Mistura de méis UE e não UE	España	espana			ES 23.00545/BU CE	es-23-00545-bu-ec											en:None	en:none		100g	100g	1380	kJ	325	kcal	0	g	0	g	80.8	g	78	g			0.4	g	0	g	0	g			1380	kJ																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8414807500441		es				Miel de mil flores												1 kg				Consum	consum		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, en:Desayunos, en:Endulzantes, en:Mieles, en:Mieles de flores, en:Productos agrícolas, en:Productos apícolas, en:Untables, en:Untables dulces	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:desayunos,en:endulzantes,en:mieles,en:mieles-de-flores,en:productos-agricolas,en:productos-apicolas,en:untables,en:untables-dulces	Sin gluten, Punto Verde	en:no-gluten,en:green-dot	España	en:spain	Consum	consum	0		en:Mezcla, en:UE/no UE	en:mezcla,en:ue-no-ue										ES 23.02728/V EC	es-23-02728-v-ec														100g	100g	1411	kJ	332	kcal	0	g	0	g	83	g	74.3	g	0	g	0	g	0	g	0	g			1411	kJ																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	b	72	1	31008	-5	-15	1	0							App - elcoco, App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
8422410593262		es																	500g						Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Ecológico, Ecológico UE, ES-ECO-020-CV	en:organic,en:eu-organic,en:es-eco-020-cv	España	en:spain	Bonpreu	bonpreu	0																												100g	100g	1404	kJ	330	kcal	0	g	0	g	82	g	72	g	0	g	0.6	g	0.02	g	0.008	g			1404	kJ																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	b	79	1	31008	-5	-15	1	15							App - smoothie-openfoodfacts, Apps
8411882009166		es				100% Miel de romero crema																Apiterapia	apiterapia		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de romero	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:rosemary-honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps, App - El CoCo
8480012011072		es				Miel Antigoteo Medio												500 g				Eliges	eliges		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	Sin gluten	en:no-gluten	España	en:spain			0																		Mezcla de mieles originarias y no originarias de la UE. La miel no es recomendable para menores de 1 año. Modo de empleo: Por su naturaleza la miel puede cristalizar. Si la prefiere líquida, calentar al baño maría. Conservación:										100g	100g	1404	kJ	330	kcal	0	g	0	g	82	g	72	g			0.6	g	0.02	g	0.008	g			1404	kJ																																											en:sweets	en:sugary-snacks,en:sweets		unknown	d	14	b	72	1	31008	-5	-15	1	0							App - elcoco, App - yuka, Apps, App - El CoCo, App - Open Food Facts, App - smoothie-openfoodfacts
8414445101239		es				Miel de caña								Concentrado del jugo de la caña de azúcar				300 g		Bote de vidrio, Green dot	es:bote-de-vidrio,es:green-dot	Ingenio Nuestra Señora del Carmen	ingenio-nuestra-senora-del-carmen		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Siropes, Mieles, Siropes simples, Melazas de caña	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:syrups,en:honeys,en:simple-syrups,en:molasses	Sin gluten, Punto Verde	en:no-gluten,en:green-dot	España	en:spain	Mercadona	mercadona	0		España	en:spain						España	espana			ES 23-00855-MA-C CE	es-23-00855-ma-c-ec				Jugo de la caña de azúcar, acidulante (ácido cítrico).										100g	100g	1214	kJ	290	kcal	0	g	0	g	75	g	75	g			0	g	0	g	0	g			1214	kJ	0	g	0	g	0	g	0	g																				en:pot	en:glass														en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	13	b	64		31067	3	-2	0	0							App - yuka, Apps
8431876306644		es				Miel De Flores Antigoteo Origen España																Carrefour	carrefour		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	Ecológico	en:organic	España	en:spain	Carrefour	carrefour	0		España	en:spain															Miel de flores. Origen España					en:None	en:none	en:None	en:none		100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	79	1	31008	3	-15	1	0							Producers, Producer - carrefour-espana, App - smoothie-openfoodfacts, Apps
8421691547537		es				Miel de Flores Alipende																Alipende	alipende		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g			338	kcal	0	g	0	g	84.2	g	72.6	g	0	g	0.3	g	0.0025	g	0.001	g			338	kcal																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	b	72	1	31008	-5	-15	1	0							App - yuka, Apps, App - El CoCo, App - macrofactor
8412614191104		es				Lavanda Miel																Aurum Herborea	aurum-herborea		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Miel de lavanda	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:lavender-honeys	Ecológico, Ecológico UE, ES-ECO-019-CT	en:organic,en:eu-organic,en:es-eco-019-ct	España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	79	1	31008	-5	-15	1	15							App - Yuka, Apps
8437016762134		es				Miel cruda madroño																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8436020373510		es				Miel Multiflores																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Sin bisfenol A	en:no-bisphenol-a	España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8436020373503		es				Miel mil flores Abellan Biofoods																abellan	abellan		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Sin bisfenol A	en:no-bisphenol-a	España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
3397960250208		es				Miel de provence																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Miel de Francia, fr:Miels de Provence	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:honeys-from-france,fr:miels-de-provence			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	79	1	31008	4	-15	1	0							App - yuka, Apps
8437008137995		es				Miel cruda de tomillo	Miel tomillo crudo											1000 g.	100g	en:cristal	en:cristal	Los Panales de Chinchilla	los-panales-de-chinchilla		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de tomillo	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:thyme-honeys	EU Ecolabel	en:eu-ecolabel	España	en:spain			0		España	en:spain						Chinchilla (Albacete, España)	chinchilla-albacete,espana								Pure honey (100%)										100g	100g	1275	kJ	300	kcal	0.5	g	0.1	g	75	g	75	g	0	g	0.5	g					0	% vol	1275	kJ																													en:glass													https://www.mielchinchilla.es/	en:sweets	en:sugary-snacks,en:sweets		unknown	unknown		a	93		31008	3	-2	0	0							App - Open Food Facts, Apps, App - Yuka
8431876288490		es				Miel de flores																Carrefour	carrefour		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	Ecológico	en:organic	España	en:spain	Carrefour	carrefour	0																		Miel de flores. Mezcla de mieles originarias de España, Uruguay, Cuba y México.					en:None	en:none	en:None	en:none		100g	100g	0	kJ	0	kcal	0	g	0	g	0	g	0	g	0	g	0	g	0	g	0	g			0	kJ																									0	g																	en:sweets	en:sugary-snacks,en:sweets		unknown	b	0	b	73	1	31008	-4	-15	1	0							App - yuka, Apps, Producers, Producer - carrefour-espana
0096619222711		es				Raw unfiltered honey																Kirkland Signature	kirkland-signature		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																		Honey										100g	100g			60	kcal	0	g	0	g	17	g	17	g	0	g	0	g	0	g	0	g			60	kcal																																											en:sweets	en:sugary-snacks,en:sweets		unknown	c	3	b	72	1	31008	-5	-15	1	0							App - yuka, Apps, App - El CoCo
20276522		de		Bio Flüssiger Honig Goldklar		Miel de flores líquida	Miel de fleurs liquide								Miel biologique			500 g		Glas, Krug, en:Vial, fr:Bouchon plastique, fr:Pot verre	en:glass,en:jar,en:vial,fr:bouchon-plastique,fr:pot-verre	Maribel,Lidl,Marlene	maribel,lidl,marlene		"Frühstücke, Brotaufstriche, Süße Brotaufstriche, Bienenprodukte, Landwirtschaftliche Produkte, Süßstoffe, Honige, Blüten Honige"	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	"Bio, EU-Öko-Verordnung, Nicht EU-Landwirtschaft, EG-Öko-Verordnung, EU-Landwirtschaft, EU-/Nicht-EU-Landwirtschaft, AB Agriculture Biologique"	en:organic,en:eu-organic,en:non-eu-agriculture,de:eg-öko-verordnung,en:eu-agriculture,en:eu-non-eu-agriculture,fr:ab-agriculture-biologique	Frankreich, Spanien, Schweiz	en:france,en:spain,en:switzerland	Lidl	lidl	0		Europäische Union	en:european-union		Mezcla de mieles originarias de la UE y de fuera de la UE.				Alemania,Göbber GmbH,Eystrup,Eystruper Land GmbH	alemania,gobber-gmbh,eystrup,eystruper-land-gmbh			"DE-ÖKO-005"	de-oko-005				Miel de flores ecológica.	Miel biologique								on	100g	100g																																																			1	en:jar	en:clear-glass	en:recycle			1	en:bottle-cap	en:plastic	en:recycle							en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	a	99		31008	-5	-3	0	15							App - yuka, Apps, App - smoothie-openfoodfacts
4056489643449		es				Miel de flores bio cremosa																Lidl	lidl		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	Ecológico, Ecológico UE	en:organic,en:eu-organic	España	en:spain			0																												100g	100g			302	kcal	0.5	g	0.1	g	75.1	g	75.1	g			0.4	g							302	kcal																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	79	1	31008	-5	-15	1	15							App - smoothie-openfoodfacts, Apps, App - Yuka
8410843625155		es				Miel																Maria de Miel	maria-de-miel		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8437010244148		es	Mel de flors ecològica			Miel de flores ecológica												500 g				Reina Apicola	reina-apicola		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	Ecológico, Ecológico UE, ES-ECO-020-CV, Comité de Agricultura Ecológica de la Comunitat Valenciana	en:organic,en:eu-organic,en:es-eco-020-cv,es:comite-de-agricultura-ecologica-de-la-comunitat-valenciana	España	en:spain	Consum	consum	0													ES 23.02728/V CE	es-23-02728-v-ec	Mel de flors ecològica			Miel de flores ecológica										100g	100g	1411	kJ	332	kcal	0	g	0	g	83	g	74.3	g	0	g	0	g	0	g	0	g			1411	kJ																																											en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	b	79	1	31008	-5	-15	1	15							App - yuka, Apps, App - smoothie-openfoodfacts
8413812100103		es				Miel de flores												1000 g		Vidrio	en:glass	Auchan	auchan		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys	Punto Verde	en:green-dot	España	en:spain	ALCAMPO,Auchan	alcampo,auchan	0		España, Cuba, México, Ucrania, Uruguay	en:spain,en:cuba,en:mexico,en:ukraine,en:uruguay						ALMAZORA-CASTELLON	almazora-castellon			ES 23.00005/CS EC	es-23-00005-cs-ec			flower honey	Miel de flores									on	100g	serving																																																					en:glass													www.mielso.es	en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	d	14	a	87		31008	-3	-2	0	0							App - elcoco, Apps, App - yuka, App - El CoCo, App - Open Food Facts, App - InFood
8436602550063		es				Miel cremosa												500 g		Tarro	en:jar	Ferra	ferra		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g			302	kcal	0	g	0	g	75.1	g	72.7	g			0.4	g							302	kcal																												en:jar															en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	77		31008	-5	-10	0	0							App - Yuka, Apps
8411882006042		es				Miel de flores																La Melera	la-melera		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de flores	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:flower-honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8414607473082		es				Miel																La Abeja del Guanche	la-abeja-del-guanche		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Ecológico, Ecológico UE, ES-ECO-014-IC	en:organic,en:eu-organic,en:es-eco-014-ic	España	en:spain			0																												100g	100g																	0	g	0	g																																															en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	79	1	31008	-5	-15	1	15							App - yuka, Apps
8437002223908		es				Miel de acacia																Moramiel	moramiel		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de acacia	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:acacia-honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps, App - El CoCo
8424193555550		es				Miel																El Pinsapar	el-pinsapar		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps, App - El CoCo
8437001517053		es				Miel de mil flors																			Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Punto Verde	en:green-dot	España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - Yuka, Apps
8413812100110		en			Miel de flores													500 g				Auchan	auchan		Breakfasts, Spreads, Sweet spreads, Bee products, Farming products, Sweeteners, Honeys	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys	Green Dot	en:green-dot	Spain	en:spain	Auchan	auchan	0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps, App - El CoCo, App - smoothie-openfoodfacts
8436021063205		es				Miel de montaña																La Abeja Meli	la-abeja-meli		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - Yuka, Apps
8437010835018		es				Miel tomillo																Urzapa	urzapa		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles, Mieles de tomillo	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys,en:thyme-honeys	Ecológico, Ecológico UE	en:organic,en:eu-organic	España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	79	1	31008	-5	-15	1	15							App - yuka, Apps
8424149120160		es				Miel milflores																El Cortijo	el-cortijo		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																	0	g	0	g																																															en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
8432430070117		es				Miel de azahar con jalea real																Herbolario Navarro	herbolario-navarro		Desayunos, Untables, Untables dulces, Productos apícolas, Productos agrícolas, Endulzantes, Mieles	en:breakfasts,en:spreads,en:sweet-spreads,en:bee-products,en:farming-products,en:sweeteners,en:honeys			España	en:spain			0																												100g	100g																																																																			en:sweets	en:sugary-snacks,en:sweets	2	en:2-processed-culinary-ingredients	unknown		b	72	1	31008	-5	-15	1	0							App - yuka, Apps
